Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Wheat,39.715,60.285,6.25,0
Corn,26.318,73.682,5.5,22.061
Rice,33.445,66.555,8,9.196
Potato,31.796,68.204,6.25,0
Wheat,41.874,58.126,8,0
Corn,42.813,57.187,6.25,0
Rice,35.092,64.908,5.5,0
Potato,29.768,70.232,6.75,1.35
Wheat,34.281,65.719,5.5,0
Corn,25.395,74.605,6.25,35.501
Rice,39.387,60.613,5.5,0
Potato,40.187,59.813,6.25,0
Wheat,39.334,60.666,6.5,0
Corn,34.565,65.435,6.5,0
Rice,33.352,66.648,8,11.43
Potato,37.666,62.334,8,0
Wheat,33.66,66.34,5.5,0
Corn,31.017,68.983,6.5,0
Rice,34.152,65.848,5.5,5.045
Potato,37.976,62.024,6.25,0
Wheat,37.819,62.181,6.25,0
Corn,32.201,67.799,8,0
Rice,41.048,58.952,6.25,0
Potato,40.109,59.891,6.75,0
Wheat,35.324,64.676,6.5,0
Corn,32.926,67.074,6.75,0
Rice,30.344,69.656,6.5,49.341
Potato,34.787,65.213,6.25,0
Wheat,31.055,68.945,5.5,0
Corn,35.965,64.035,6.75,0
Rice,32.978,67.022,6.75,13.31
Potato,37.84,62.16,6.25,0
Wheat,41.094,58.906,8,0
Corn,37.622,62.378,8,0
Rice,32.566,67.434,6.75,13.773
Potato,30.929,69.071,6.75,0
Wheat,45.988,54.012,6.25,0
Corn,37.308,62.692,8,0
Rice,37.16,62.84,5.5,0
Potato,34.738,65.262,6.5,0
Wheat,28.795,71.205,6.75,5.726
Corn,40.715,59.285,5.5,0
Rice,27.584,72.416,8,56.054
Potato,26.562,73.438,8,20.582
Wheat,33.716,66.284,6.75,0
Corn,39.709,60.291,6.75,0
Rice,43.863,56.137,6.75,0
Potato,29.159,70.841,8,4.898
Wheat,45.347,54.653,8,0
Corn,38.071,61.929,8,0
Rice,37.932,62.068,6.75,0
Potato,35.364,64.636,6.5,0
Wheat,36.993,63.007,6.25,0
Corn,30.222,69.778,5.5,0
Rice,30.76,69.24,6.75,23.912
Potato,36.006,63.994,5.5,0
Wheat,36.381,63.619,8,0
Corn,43.503,56.497,6.25,0
Rice,39.537,60.463,6.75,0
Potato,40.042,59.958,6.25,0
Wheat,29.554,70.446,6.5,3.681
Corn,32.344,67.656,6.5,0
Rice,30.89,69.11,6.25,32.329
Potato,39.076,60.924,6.25,0
Wheat,23.38,76.62,6.25,46.405
Corn,36.59,63.41,8,0
Rice,32.521,67.479,6.5,25.916
Potato,26.804,73.196,8,18.7
Wheat,38.961,61.039,6.25,0
Corn,30.152,69.848,6.75,0
Rice,41.392,58.608,6.25,0
Potato,43.127,56.873,8,0
Wheat,40.395,59.605,6.5,0
Corn,47.619,52.381,6.5,0
Rice,39.169,60.831,8,0
Potato,34.072,65.928,6.75,0
Wheat,31.362,68.638,8,0
Corn,41.026,58.974,5.5,0
Rice,38.842,61.158,8,0
Potato,33.3,66.7,6.5,0
Wheat,42.745,57.255,6.5,0
Corn,37.639,62.361,8,0
Rice,36.098,63.902,6.75,0
Potato,32.591,67.409,6.5,0
Wheat,16.822,80,5.5,37.804
Corn,18.03,80,6.75,55.719
Rice,17.31,80,6.75,15.551
Potato,10.608,80,6.25,4.323
Wheat,12.183,80,6.5,18.339
Corn,14.848,80,8,31.998
Rice,14.262,80,8,0
Potato,18.662,80,6.75,55.798
Wheat,24.309,75.691,6.25,41.864
Corn,6.204,80,6.5,0
Rice,23.784,76.216,6.75,63.489
Potato,24.593,75.407,6.75,33.607
Wheat,13.93,80,6.75,19.946
Corn,5.71,80,6.75,0
Rice,27.127,72.873,5.5,53.341
Potato,24.013,75.987,6.5,53.783
Wheat,18.772,80,6.75,55.766
Corn,15.331,80,5.5,30.493
Rice,7.044,80,6.5,0
Potato,18.854,80,5.5,43.745
Wheat,22.738,77.262,6.25,56.763
Corn,17.465,80,6.25,56.526
Rice,18.548,80,5.5,27.808
Potato,12.731,80,6.5,24.999
Wheat,15.799,80,6.25,40.273
Corn,22.263,77.737,5.5,40.478
Rice,19.289,80,8,34.847
Potato,21.217,78.783,5.5,46.287
Wheat,17.893,80,6.5,73.127
Corn,31.589,68.411,6.25,0
Rice,9.765,80,6.75,0
Potato,13.312,80,8,20.169
Wheat,27.633,72.367,8,11.565
Corn,23.019,76.981,6.5,60.379
Rice,13.046,80,6.25,0
Potato,18.373,80,6.25,53.244
Wheat,17.896,80,8,51.862
Corn,18.964,80,5.5,47.81
Rice,23.548,76.452,6.5,83.714
Potato,15.623,80,6.75,36.102
Wheat,15.678,80,6.75,33.507
Corn,18.233,80,8,48.691
Rice,19.925,80,5.5,26.285
Potato,20.093,79.907,6.75,58.979
Wheat,24.633,75.367,8,36.617
Corn,21.197,78.803,6.75,62.557
Rice,17.413,80,6.25,25.086
Potato,16.289,80,6.25,49.607
Wheat,20.771,79.229,8,42.819
Corn,21.777,78.223,8,47.541
Rice,17.35,80,6.5,28.206
Potato,17.06,80,6.75,44.72
Wheat,19.513,80,6.5,100.238
Corn,9.493,80,6.25,0
Rice,12.915,80,6.5,0
Potato,17.814,80,6.75,43.697
Wheat,18.264,80,6.5,72.711
Corn,24.12,75.88,8,39.292
Rice,20.197,79.803,6.25,47.505
Potato,11.105,80,8,5.749
Wheat,11.994,80,6.75,10.831
Corn,15.937,80,6.5,61.761
Rice,22.554,77.446,6.25,68.644
Potato,18.652,80,5.5,53.937
Wheat,23.461,76.539,6.25,41.128
Corn,20.859,79.141,6.75,59.26
Rice,19.091,80,5.5,27.73
Potato,16.529,80,5.5,31.805
Wheat,23.4,76.6,6.75,30.141
Corn,24.991,75.009,5.5,30.408
Rice,19.536,80,6.75,32.04
Potato,19.168,80,6.5,94.436
Wheat,14.577,80,8,25.567
Corn,16.126,80,6.75,40.931
Rice,16.742,80,8,13.732
Potato,28.007,71.993,5.5,10.98
Wheat,13.702,80,5.5,20.8
Corn,23.471,76.529,5.5,34.975
Rice,14.673,80,6.75,0
Potato,20.612,79.388,6.25,65.61
Wheat,23.321,76.679,5.5,31.664
Corn,16.302,80,5.5,40.888
Rice,24.371,75.629,5.5,58.425
Potato,14.632,80,5.5,27.542
Wheat,10.615,80,6.25,4
Corn,16.303,80,8,43.722
Rice,24.521,75.479,6.5,101.22
Potato,13.128,80,6.5,29.001
Wheat,18.877,80,5.5,47.661
Corn,8.632,80,8,0
Rice,15.441,80,8,3.311
Potato,18.51,80,8,47.464
Wheat,26.534,73.466,6.25,25.196
Corn,15.529,80,6.25,38.397
Rice,10.015,80,6.75,0
Potato,19.547,80,5.5,56.369
Wheat,20.845,79.155,6.25,69.345
Corn,21.915,78.085,5.5,66.36
Rice,20.481,79.519,6.5,57.795
Potato,16.617,80,6.5,68.048
Wheat,20.261,79.739,6.25,76.567
Corn,23.471,76.529,5.5,31.557
Rice,19.932,80,6.5,48.953
Potato,22.177,77.823,8,43.061
Wheat,27.154,72.846,5.5,15.001
Corn,19.384,80,6.25,78.89
Rice,13.976,80,6.5,0
Potato,13.23,80,6.25,25.898
Wheat,23.455,76.545,8,32.988
Corn,26.946,73.054,8,20.687
Rice,18.554,80,5.5,21.85
Potato,17.706,80,8,45.99
Wheat,15.811,80,6.5,42.341
Corn,19.253,80,6.25,70.649
Rice,28.265,71.735,6.75,44.484
Potato,23.285,76.715,5.5,39.039
Wheat,17.41,80,6.25,52.705
Corn,25.82,74.18,5.5,23.249
Rice,22.265,77.735,6.5,78.906
Potato,15.018,80,6.75,23.216
Wheat,19.44,80,6.75,55.696
Corn,23.286,76.714,6.5,67.319
Rice,22.841,77.159,5.5,51.211
Potato,10.992,80,8,5.875
Wheat,20.284,79.716,6.5,85.256
Corn,25.65,74.35,6.5,43.077
Rice,16.85,80,6.75,13.785
Potato,7.803,80,5.5,0
Wheat,19.114,80,6.75,56.366
Corn,24.71,75.29,6.25,35.499
Rice,21.372,78.628,6.75,41.843
Potato,18.682,80,8,41.764
Wheat,15.219,80,8,32.177
Corn,23.07,76.93,8,45.837
Rice,28.781,71.219,6.25,46.532
Potato,13.175,80,6.75,19.699
Wheat,18.734,80,6.5,68.239
Corn,24.076,75.924,5.5,38.794
Rice,13.586,80,5.5,0
Potato,17.977,80,6.75,44.21
Wheat,18.032,80,6.25,58.902
Corn,17.068,80,5.5,41.758
Rice,16.634,80,6.5,19.45
Potato,27.444,72.556,6.25,18.424
Wheat,21.901,78.099,6.5,67.919
Corn,18.293,80,6.25,54.39
Rice,27.493,72.507,6.25,73.976
Potato,20.853,79.147,6.5,88.085
Wheat,27.183,72.817,6.25,21.37
Corn,29.27,70.73,5.5,3.739
Rice,10.597,80,8,0
Potato,26.874,73.126,5.5,17.397
Wheat,24.792,75.208,6.25,34.84
Corn,21.659,78.341,6.75,59.61
Rice,22.797,77.203,6.75,49.577
Potato,9.248,80,8,0
Wheat,12.569,80,6.5,20.183
Corn,28.398,71.602,6.25,12.525
Rice,20.498,79.502,6.5,61.759
Potato,28.25,71.75,6.5,16.568
Wheat,19.394,80,6.5,89.51
Corn,24.692,75.308,6.25,38.671
Rice,19.307,80,6.25,32.787
Potato,15.221,80,6.5,47.37
Wheat,20.547,79.453,6.75,59.374
Corn,20.388,79.612,5.5,55.019
Rice,24.04,75.96,6.5,96.556
Potato,17.64,80,6.5,66.246
Wheat,25.771,74.229,5.5,25.626
Corn,25.567,74.433,8,28.959
Rice,20.376,79.624,6.5,60.441
Potato,20.771,79.229,6.25,79.597
Wheat,17.035,80,5.5,36.432
Corn,15.756,80,6.75,33.504
Rice,18.374,80,5.5,22.27
Potato,17.1,80,6.25,55.67
Wheat,14.922,80,6.25,45.039
Corn,20.118,79.882,6.25,77.858
Rice,17.217,80,6.5,24.913
Potato,19.581,80,6.25,78.033
Wheat,23.251,76.749,5.5,41.318
Corn,16.854,80,8,44.2
Rice,23.166,76.834,6.5,97.518
Potato,21.267,78.733,6.25,59.078
Wheat,17.834,80,8,50.422
Corn,26.85,73.15,8,21.979
Rice,21.772,78.228,6.5,70.918
Potato,26.793,73.207,5.5,15.748
Wheat,10.484,80,6.25,3.981
Corn,25.828,74.172,6.5,43.988
Rice,22.436,77.564,5.5,51.214
Potato,22.513,77.487,6.25,52.121
Wheat,11.22,80,5.5,7.223
Corn,17.356,80,6.25,50.72
Rice,27.387,72.613,8,44.71
Potato,18.794,80,8,50.919
Wheat,16.083,80,5.5,29.059
Corn,21.692,78.308,6.5,84.178
Rice,21.975,78.025,6.25,53.157
Potato,23.916,76.084,6.5,53.614
Wheat,24.411,75.589,5.5,27.137
Corn,20.666,79.334,8,68.073
Rice,24.261,75.739,6.25,78.646
Potato,19.431,80,6.5,86.934
Wheat,26.116,73.884,6.75,25.441
Corn,20.028,79.972,6.5,102.218
Rice,23.003,76.997,6.25,52.682
Potato,17.95,80,6.25,55.149
Wheat,25.818,74.182,6.5,36.866
Corn,22.392,77.608,6.5,61.768
Rice,7.948,80,8,0
Potato,21.655,78.345,6.5,77.603
Wheat,10.078,80,6.5,0.71
Corn,26.048,73.952,6.25,34.076
Rice,12.619,80,6.75,0
Potato,17.861,80,6.25,56.889
Wheat,20.113,79.887,8,49.709
Corn,24.3,75.7,8,32.198
Rice,19.034,80,6.75,22.225
Potato,18.713,80,5.5,46.784
Wheat,21.722,78.278,6.75,46.377
Corn,19.478,80,5.5,52.649
Rice,17.003,80,6.5,22.088
Potato,20.62,79.38,6.25,67.185
Wheat,24.169,75.831,6.5,42.197
Corn,8.338,80,6.5,0
Rice,16.613,80,6.25,14.729
Potato,17.409,80,8,43.536
Wheat,18.755,80,5.5,55.589
Corn,16.601,80,5.5,38.883
Rice,13.083,80,6.75,0
Potato,19.692,80,6.25,59.435
Wheat,25.651,74.349,5.5,22.88
Corn,24.622,75.378,5.5,32.146
Rice,19.699,80,6.5,53.118
Potato,21.587,78.413,6.25,64.743
Wheat,25.364,74.636,8,31.773
Corn,23.558,76.442,5.5,42.459
Rice,20.659,79.341,6.5,77.621
Potato,20.255,79.745,6.25,75.669
Wheat,27.81,72.19,8,9.872
Corn,24.168,75.832,6.75,39.232
Rice,23.722,76.278,6.5,85.282
Potato,17.416,80,8,40.475
Wheat,17.513,80,5.5,53.034
Corn,18.342,80,6.25,62.921
Rice,15.471,80,5.5,2.953
Potato,18.718,80,6.5,71.832
Wheat,10.282,80,6.75,1.767
Corn,9.605,80,6.25,0
Rice,20.484,79.516,8,38.933
Potato,22.634,77.366,8,37.719
Wheat,17.856,80,6.5,72.174
Corn,28.868,71.132,6.5,9.433
Rice,14.031,80,6.75,0
Potato,22.451,77.549,6.5,69.462
Wheat,20.108,79.892,8,53.723
Corn,14.647,80,6.25,39.595
Rice,21.741,78.259,6.75,47.418
Potato,28.287,71.713,6.75,10.217
Wheat,12.434,80,5.5,10.634
Corn,34.824,65.176,8,0
Rice,23.865,76.135,6.75,56.478
Potato,12.632,80,6.75,16.418
Wheat,27.471,72.529,6.25,14.413
Corn,20.456,79.544,8,69.724
Rice,20.51,79.49,8,37.596
Potato,12.843,80,6.75,19.02
Wheat,26.225,73.775,6.5,31.682
Corn,11.934,80,6.25,14.851
Rice,23.983,76.017,6.5,110.675
Potato,21.348,78.652,6.25,58.246
Wheat,16.664,80,6.75,35.084
Corn,23.291,76.709,6.5,69.522
Rice,18.89,80,6.5,46.683
Potato,28.19,71.81,8,11.207
Wheat,21.756,78.244,5.5,47.308
Corn,23.555,76.445,8,40.184
Rice,28.348,71.652,6.25,58.638
Potato,13.422,80,6.25,21.966
Wheat,24.45,75.55,6.5,52.155
Corn,23.382,76.618,6.75,45.414
Rice,18.761,80,5.5,20.929
Potato,13.121,80,8,17.136
Wheat,12.018,80,5.5,11.306
Corn,31.805,68.195,6.5,0
Rice,19.148,80,6.75,28.828
Potato,28.232,71.768,6.75,9.262
Wheat,16.723,80,8,46.742
Corn,12.709,80,6.25,21.891
Rice,13.408,80,6.75,0
Potato,20.248,79.752,6.25,73.557
Wheat,22.496,77.504,6.25,57.99
Corn,11.854,80,6.75,13.597
Rice,27.047,72.953,5.5,54.99
Potato,25.348,74.652,5.5,23.313
Wheat,25.444,74.556,5.5,27.185
Corn,30.452,69.548,6.5,0
Rice,25.005,74.995,5.5,65.135
Potato,23.813,76.187,6.25,47.244
Wheat,19.925,80,6.5,96.771
Corn,19.211,80,8,62.404
Rice,17.89,80,8,20.459
Potato,23.947,76.053,8,40.298
Wheat,16.731,80,6.5,74.229
Corn,25.491,74.509,6.75,24.542
Rice,21.036,78.964,5.5,40.064
Potato,21.38,78.62,6.25,67.639
Wheat,21.483,78.517,6.25,52.072
Corn,16.324,80,5.5,31.555
Rice,27.814,72.186,8,48.514
Potato,15.729,80,6.5,50.088
Wheat,17.657,80,8,46.551
Corn,28.907,71.093,5.5,5.916
Rice,23.642,76.358,8,55.329
Potato,22.628,77.372,6.75,36.331
Wheat,18.273,80,6.25,63.217
Corn,19.432,80,6.5,105.663
Rice,24.519,75.481,6.5,95.628
Potato,21.54,78.46,8,43.354
Wheat,21.295,78.705,6.75,53.224
Corn,14.228,80,6.75,26.919
Rice,22.888,77.112,5.5,55.199
Potato,17.673,80,6.5,65.859
Wheat,26.163,73.837,6.5,30.592
Corn,16.67,80,8,52.382
Rice,29.44,70.56,6.75,43.14
Potato,22.415,77.585,6.75,45.363
Wheat,20.894,79.106,8,50.911
Corn,25.285,74.715,8,25.373
Rice,19.32,80,8,24.423
Potato,11.695,80,6.25,11.833
Wheat,30.378,69.622,6.75,0
Corn,22.606,77.394,6.5,67.536
Rice,17.677,80,6.5,29.168
Potato,23.946,76.054,6.25,45.887
Wheat,26.746,73.254,6.75,19.906
Corn,23.645,76.355,6.5,64.998
Rice,19.36,80,8,29.374
Potato,24.751,75.249,5.5,27.554
Wheat,22.264,77.736,5.5,44.477
Corn,16.69,80,5.5,40.471
Rice,21.346,78.654,6.5,66.279
Potato,25.944,74.056,5.5,20.29
Wheat,20.559,79.441,6.25,72.355
Corn,24.052,75.948,6.75,37.734
Rice,22.829,77.171,8,46.476
Potato,17.462,80,6.25,51.531
Wheat,17.178,80,6.25,45.871
Corn,25.214,74.786,8,27.641
Rice,25.056,74.944,6.25,75.633
Potato,20.1,79.9,5.5,45.691
Wheat,23.534,76.466,6.25,60.216
Corn,15.565,80,6.75,33.706
Rice,21.423,78.577,8,49.203
Potato,16.595,80,5.5,36.372
Wheat,21.288,78.712,6.75,47.085
Corn,24.445,75.555,8,34.987
Rice,17.01,80,8,14.946
Potato,25.145,74.855,6.25,40.36
Wheat,14.773,80,5.5,27.565
Corn,19.791,80,5.5,54.266
Rice,23.677,76.323,8,52.115
Potato,19.018,80,5.5,48.209
Wheat,23.558,76.442,6.75,30.685
Corn,7.604,80,6.75,0
Rice,9.29,80,6.5,0
Potato,13.208,80,6.75,20.546
Wheat,20.135,79.865,6.5,96.657
Corn,13.468,80,6.5,31.295
Rice,12.037,80,8,0
Potato,22.905,77.095,5.5,39.38
Wheat,10.922,80,8,4.794
Corn,14.169,80,8,32.163
Rice,12.328,80,6.5,0
Potato,18.244,80,5.5,43.825
Wheat,5.559,80,8,0
Corn,9.636,80,8,0
Rice,19.64,80,5.5,28.285
Potato,15.491,80,6.5,47.728
Wheat,8.557,80,5.5,0
Corn,20.858,79.142,8,56
Rice,14.582,80,8,0
Potato,6.019,80,5.5,0
Wheat,17.453,80,5.5,43.311
Corn,17.38,80,6.5,74.334
Rice,18.816,80,5.5,24.349
Potato,13.431,80,6.75,21.149
Wheat,9.762,80,6.25,0
Corn,10.608,80,6.75,3.772
Rice,14.238,80,6.25,0
Potato,13.008,80,6.75,19.275
Wheat,8.775,80,5.5,0
Corn,18.864,80,5.5,52.557
Rice,16.9,80,8,12.289
Potato,11.171,80,6.5,9.878
Wheat,20.829,79.171,6.75,52.434
Corn,8.193,80,6.5,0
Rice,12.467,80,5.5,0
Potato,15.327,80,6.25,39.995
Wheat,18.563,80,6.75,47.502
Corn,16.209,80,6.75,40.158
Rice,13.762,80,6.75,0
Potato,19.499,80,6.75,57.514
Wheat,18.171,80,6.25,61.025
Corn,13.302,80,6.75,20.249
Rice,11.556,80,8,0
Potato,12.399,80,5.5,13.376
Wheat,14.23,80,8,24.577
Corn,12.732,80,6.5,24.149
Rice,15.41,80,8,2.879
Potato,11.406,80,6.25,10.456
Wheat,8.417,80,6.25,0
Corn,17.373,80,6.5,64.329
Rice,11.861,80,8,0
Potato,9.336,80,5.5,0
Wheat,6.284,80,6.5,0
Corn,9.318,80,5.5,0
Rice,9.667,80,8,0
Potato,19.481,80,8,62.837
Wheat,12.285,80,6.5,24.707
Corn,9.925,80,8,0
Rice,13.085,80,8,0
Potato,15.668,80,8,31.334
Wheat,20.341,79.659,8,67.444
Corn,14.047,80,8,29.642
Rice,17.746,80,6.25,23.933
Potato,25.1,74.9,8,30.169
Wheat,8.683,80,8,0
Corn,7.297,80,6.75,0
Rice,17.241,80,6.5,17.789
Potato,11.047,80,6.5,9.587
Wheat,12.484,80,6.75,13.127
Corn,21.345,78.655,6.75,64.654
Rice,24.578,75.422,6.25,74.408
Potato,8.421,80,6.25,0
Wheat,18.325,80,6.25,59.47
Corn,6.035,80,5.5,0
Rice,7.314,80,6.25,0
Potato,17.357,80,6.25,49.987
Wheat,18.595,80,6.25,61.104
Corn,11.322,80,8,9.037
Rice,22.908,77.092,6.5,86.712
Potato,12.728,80,8,16.022
Wheat,10.361,80,8,2.565
Corn,14.086,80,6.75,26.572
Rice,18.772,80,6.25,28.783
Potato,12.816,80,6.5,29.142
Wheat,8.556,80,6.75,0
Corn,13.417,80,6.25,29.806
Rice,15.062,80,6.5,0.689
Potato,9.995,80,6.75,0
Wheat,17.633,80,5.5,37.349
Corn,16.971,80,6.25,45.921
Rice,10.215,80,8,0
Potato,24.248,75.752,8,25.839
Wheat,18.189,80,6.75,37.485
Corn,21.269,78.731,8,48.138
Rice,16.874,80,6.5,23.858
Potato,15.282,80,6.5,43.809
Wheat,14.081,80,6.5,36.647
Corn,20.747,79.253,8,60.749
Rice,7.571,80,6.5,0
Potato,6.303,80,5.5,0
Wheat,15.845,80,6.25,43.101
Corn,14.524,80,8,30.887
Rice,9.493,80,5.5,0
Potato,16.26,80,5.5,32.224
Wheat,17.002,80,5.5,39.148
Corn,13.81,80,8,21.552
Rice,16.477,80,5.5,9.282
Potato,16.683,80,6.25,50.594
Wheat,21.547,78.453,5.5,47.29
Corn,12.42,80,8,14.583
Rice,17.041,80,5.5,10.643
Potato,12.34,80,6.25,21.359
Wheat,18.501,80,6.75,49.547
Corn,15.754,80,6.75,31.539
Rice,19.169,80,5.5,29.094
Potato,13.98,80,6.75,26.192
Wheat,20.564,79.436,6.25,71.377
Corn,14.552,80,6.75,29.484
Rice,10.917,80,8,0
Potato,16.703,80,5.5,30.305
Wheat,8.744,80,6.25,0
Corn,17.074,80,8,48.112
Rice,16.617,80,5.5,11.545
Potato,17.941,80,6.25,59.564
Wheat,17.922,80,6.25,51.65
Corn,9.627,80,6.5,0
Rice,14.656,80,6.5,0
Potato,19.569,80,6.25,79.317
Wheat,15.312,80,6.25,34.339
Corn,15.099,80,8,36.956
Rice,17.204,80,6.75,15.716
Potato,22.006,77.994,6.25,65.569
Wheat,25.149,74.851,5.5,22.756
Corn,13.59,80,6.25,28.189
Rice,21.255,78.745,8,49.468
Potato,11.436,80,5.5,7.229
Wheat,16.556,80,6.5,54.273
Corn,14.372,80,6.25,29.775
Rice,14.867,80,6.75,0
Potato,16.194,80,5.5,38.446
Wheat,9.658,80,6.75,0
Corn,6.557,80,6.75,0
Rice,14.293,80,6.5,0
Potato,23.044,76.956,6.75,41.432
Wheat,8.355,80,6.75,0
Corn,10.048,80,6.5,0.443
Rice,8.388,80,5.5,0
Potato,19.03,80,6.75,55.797
Wheat,17.126,80,6.25,49.843
Corn,19.424,80,6.5,87.473
Rice,16.52,80,6.75,11.209
Potato,19.32,80,6.25,76.239
Wheat,16.997,80,5.5,35.538
Corn,9.436,80,6.5,0
Rice,16.079,80,5.5,6.453
Potato,13.42,80,6.75,18.999
Wheat,14.411,80,6.5,43.362
Corn,26.749,73.251,6.75,23.365
Rice,11.794,80,6.5,0
Potato,14.746,80,8,24.486
Wheat,10.247,80,6.5,2.537
Corn,10.707,80,8,4.704
Rice,19.82,80,5.5,29.912
Potato,9.593,80,8,0
Wheat,15.413,80,6.75,30.258
Corn,9.711,80,6.5,0
Rice,19.454,80,6.25,35.415
Potato,21.275,78.725,6.5,93.282
Wheat,20.241,79.759,6.75,55.333
Corn,14.655,80,6.5,50.373
Rice,14.996,80,6.5,0
Potato,18.412,80,8,48.418
Wheat,16.806,80,6.25,52.444
Corn,16.292,80,8,31.274
Rice,12.488,80,6.5,0
Potato,17.694,80,6.25,57.533
Wheat,17.38,80,5.5,43.441
Corn,19.133,80,6.25,76.831
Rice,14.006,80,8,0
Potato,9.518,80,8,0
Wheat,23.968,76.032,5.5,26.481
Corn,7.512,80,6.75,0
Rice,9.3,80,8,0
Potato,13.856,80,6.25,28.787
Wheat,10.189,80,6.25,1.521
Corn,15.93,80,6.5,57.292
Rice,13.964,80,5.5,0
Potato,16.608,80,6.5,47.278
Wheat,9.857,80,6.5,0
Corn,13.285,80,8,18.746
Rice,15.79,80,6.25,7.43
Potato,19.576,80,6.75,57.736
Wheat,12.316,80,6.5,22.134
Corn,14.853,80,6.5,53.067
Rice,5.959,80,6.75,0
Potato,14.526,80,6.75,25.482
Wheat,6.587,80,5.5,0
Corn,8.137,80,6.25,0
Rice,18.804,80,6.25,33.943
Potato,14.917,80,6.75,29.516
Wheat,16.406,80,5.5,31.991
Corn,11.018,80,6.25,7.322
Rice,22.721,77.279,5.5,54.967
Potato,12.563,80,6.25,16.043
Wheat,20.452,79.548,6.75,43.98
Corn,13.867,80,8,23.909
Rice,10.489,80,6.25,0
Potato,14.141,80,8,24.587
Wheat,18.693,80,6.5,86.704
Corn,2.776,80,6.25,0
Rice,19.177,80,5.5,26.679
Potato,15.699,80,6.25,35.769
Wheat,33.581,66.419,6.75,0
Corn,17.382,80,6.25,63.064
Rice,9.297,80,6.5,0
Potato,8.33,80,5.5,0
Wheat,4.154,80,8,0
Corn,17.306,80,6.5,80.466
Rice,13.074,80,8,0
Potato,20.613,79.387,8,48.56
Wheat,11.184,80,6.25,10.092
Corn,6.263,80,6.75,0
Rice,17.057,80,6.75,15.755
Potato,13.787,80,8,19.517
Wheat,16.494,80,6.75,42.72
Corn,14.784,80,6.25,36.492
Rice,25.451,74.549,6.25,87.947
Potato,15.883,80,5.5,32.889
Wheat,10.19,80,8,1.18
Corn,19.975,80,6.75,63.005
Rice,12.991,80,6.25,0
Potato,18.068,80,8,49.859
Wheat,17.36,80,6.75,44.911
Corn,10.974,80,6.5,11.37
Rice,8.452,80,5.5,0
Potato,19.373,80,5.5,55.588
Wheat,12.69,80,5.5,16.305
Corn,13.443,80,6.75,23.013
Rice,20.695,79.305,6.75,43.421
Potato,10.781,80,6.75,4.319
Wheat,13.234,80,6.5,31.17
Corn,20.035,79.965,6.75,65.857
Rice,14.216,80,6.5,0
Potato,15.785,80,6.5,52.731
Wheat,12.287,80,6.25,15.529
Corn,21.643,78.357,5.5,53.586
Rice,18.306,80,5.5,22.162
Potato,15.001,80,6.75,26.931
Wheat,10.719,80,6.25,5.456
Corn,21.821,78.179,6.25,65.337
Rice,6.005,80,6.5,0
Potato,12.59,80,8,16.707
Wheat,20.691,79.309,6.5,81.18
Corn,10.755,80,6.5,7.109
Rice,18.798,80,5.5,26.201
Potato,12.96,80,6.5,24.629
Wheat,17.439,80,8,40.449
Corn,21.384,78.616,6.5,89.746
Rice,11.74,80,6.75,0
Potato,21.797,78.203,6.75,42.012
Wheat,1.742,80,6.25,0
Corn,12.33,80,6.25,21.154
Rice,24.771,75.229,6.25,96.484
Potato,19.382,80,5.5,56.384
Wheat,7.409,80,8,0
Corn,7.168,80,6.25,0
Rice,15.973,80,6.5,11.309
Potato,19.844,80,8,62.409
Wheat,12.745,80,5.5,13.479
Corn,17.796,80,6.25,57.518
Rice,13.538,80,6.25,0
Potato,18.092,80,6.5,69.137
Wheat,11.122,80,6.25,7.508
Corn,18.38,80,6.5,89.288
Rice,20.899,79.101,8,40.917
Potato,15.259,80,8,35.241
Wheat,12.521,80,8,18.104
Corn,16.533,80,8,44.422
Rice,17.338,80,8,16.469
Potato,22.021,77.979,6.5,69.507
Wheat,14.25,80,6.25,34.663
Corn,9.726,80,6.5,0
Rice,11.036,80,8,0
Potato,20.785,79.215,6.75,40.673
Wheat,8.119,80,6.75,0
Corn,9.063,80,6.5,0
Rice,22.864,77.136,6.5,75.817
Potato,14.752,80,5.5,24.466
Wheat,18.308,80,6.5,68.756
Corn,16.978,80,6.5,66.867
Rice,16.676,80,5.5,10.204
Potato,17.601,80,6.25,64.362
Wheat,13.595,80,6.25,27.991
Corn,10.019,80,5.5,0.099
Rice,23.213,76.787,6.25,69.96
Potato,16.24,80,5.5,30.375
Wheat,8.912,80,6.75,0
Corn,14.01,80,5.5,21.999
Rice,6.759,80,6.75,0
Potato,15.682,80,6.5,54.258
Wheat,16.849,80,6.25,44.831
Corn,20.608,79.392,5.5,60.248
Rice,7.804,80,6.75,0
Potato,13.795,80,6.5,37.682
Wheat,17.112,80,6.25,47.816
Corn,13.278,80,6.5,33.332
Rice,14.014,80,5.5,0
Potato,17.925,80,6.25,59.748
Wheat,23.699,76.301,5.5,33.655
Corn,3.747,80,6.75,0
Rice,11.399,80,8,0
Potato,19.25,80,5.5,47.522
Wheat,17.358,80,6.75,46.505
Corn,16.57,80,6.25,53.827
Rice,7.666,80,6.25,0
Potato,8.974,80,6.5,0
Wheat,11.037,80,6.5,10.262
Corn,14.269,80,6.75,25.569
Rice,13.213,80,5.5,0
Potato,16.009,80,5.5,31.276
